ProcedureName,ResultName,IsConsoleDefault,IsRawExportable,IsTableExportable,SourceTable,SchemaVersion,SourceSchema,EmptyConsoleMessage
USP_CurrentTempDB,tempdbGovernance,1,1,1,#CurrentTempDB_TempdbGovernance,1,"[GroupId] int NULL , [GroupName] sysname NULL , [PoolId] int NULL , [PoolName] sysname NULL , [ConfiguredGroupMaxTempdbDataMb] decimal(19,2) NULL , [ConfiguredGroupMaxTempdbDataPercent] decimal(9,4) NULL , [TempdbMaximumSizeMb] decimal(19,2) NULL , [EffectiveGroupMaxTempdbDataMb] decimal(19,2) NULL , [EffectiveLimitSource] varchar(40) NOT NULL , [IsPercentLimitEffective] bit NULL , [TempdbDataSpaceMb] decimal(19,2) NULL , [PeakTempdbDataSpaceMb] decimal(19,2) NULL , [EffectiveLimitUtilizationPercent] decimal(9,2) NULL , [TotalTempdbDataLimitViolationCount] bigint NULL , [HasRecordedLimitViolation] bit NULL , [StatisticsStartTime] datetime NULL , [IsResourceGovernorEnabled] bit NULL , [ReconfigurationPending] bit NULL , [SourceStatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [EvidenceLimit] nvarchar(1000) NULL",Keine TempDB-Governance-Evidenz
USP_CurrentIO,moduleStatus,0,1,1,#CurrentIO_ModuleStatus,2,"[ModuleName] sysname NOT NULL , [CollectionTimeUtc] datetime2(3) NOT NULL , [StatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [ReturnedRowCount] bigint NOT NULL , [HasMoreRows] bit NOT NULL , [CrossDatabaseRequested] bit NOT NULL , [SampleSeconds] tinyint NOT NULL , [PendingIoRequested] bit NOT NULL , [PendingIoRowCount] bigint NOT NULL , [PendingIoHasMoreRows] bit NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL",
USP_CurrentIO,sourceStatus,0,1,1,#CurrentIO_SourceStatus,2,"[SourceOrdinal] int NOT NULL PRIMARY KEY , [SourceName] sysname NOT NULL , [SourceObject] nvarchar(256) NOT NULL , [CapturedAtUtc] datetime2(3) NOT NULL , [StatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [ReturnedRowCount] bigint NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",
USP_CurrentIO,files,1,1,1,#CurrentIO_Result,2,"[DatabaseId] int NOT NULL , [DatabaseName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NOT NULL , [FileId] int NOT NULL , [LogicalName] sysname NULL , [PhysicalName] nvarchar(260) NULL , [FileTypeDesc] nvarchar(60) NULL , [SampleSeconds] int NOT NULL , [Reads] bigint NOT NULL , [ReadBytes] bigint NOT NULL , [ReadStallMs] bigint NOT NULL , [Writes] bigint NOT NULL , [WriteBytes] bigint NOT NULL , [WriteStallMs] bigint NOT NULL , [ReadLatencyMs] decimal(19,3) NULL , [WriteLatencyMs] decimal(19,3) NULL , [OverallLatencyMs] decimal(19,3) NULL , [ReadThroughputMbPerSecond] decimal(19,3) NULL , [WriteThroughputMbPerSecond] decimal(19,3) NULL , [SizeOnDiskMb] decimal(19,2) NULL",Keine I/O-Ergebnisse
USP_CurrentIO,pendingIo,1,1,1,#CurrentIO_PendingResult,2,"[CapturedAtUtc] datetime2(3) NOT NULL , [RequestAddress] varbinary(8) NOT NULL , [DatabaseId] int NULL , [DatabaseName] sysname NULL , [FileId] int NULL , [LogicalName] sysname NULL , [FileTypeDesc] nvarchar(60) NULL , [PhysicalPath] nvarchar(256) NULL , [IoType] nvarchar(60) NOT NULL , [PendingLayer] varchar(32) NOT NULL , [PendingDurationMs] bigint NOT NULL , [SchedulerId] int NULL , [RequestCountOnScheduler] int NULL , [IoWaitTaskCountOnScheduler] int NULL , [WasPresentInFirstSample] bit NOT NULL , [ObservationCount] tinyint NOT NULL , [FirstSamplePendingMs] bigint NULL , [IoOffset] bigint NOT NULL , [FindingCode] varchar(80) NOT NULL , [CorrelationScope] nvarchar(256) NOT NULL",Keine Pending-I/O-Evidenz im gewählten Scope
USP_CurrentIO,warnings,0,1,1,#CurrentIO_DatabaseCandidateWarnings,2,"[RequestedName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NULL , [StatusCode] varchar(40) NOT NULL , [ErrorMessage] nvarchar(2048) NULL",
USP_CurrentLog,logs,1,1,1,#CurrentLog_Result,1,"[DatabaseId] int NOT NULL , [DatabaseName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NOT NULL , [RecoveryModel] nvarchar(60) NULL , [LogReuseWaitDesc] nvarchar(60) NULL , [TotalLogSizeMb] decimal(19,2) NULL , [UsedLogSizeMb] decimal(19,2) NULL , [UsedLogPercent] decimal(19,4) NULL , [LogSinceLastBackupMb] decimal(19,2) NULL , [ActiveVlfCount] bigint NULL , [TotalVlfCount] bigint NULL , [LogTruncationHoldupReason] nvarchar(60) NULL , [LogBackupTime] datetime NULL , [LogRecoverySizeMb] decimal(19,2) NULL , [IsAdrEnabled] bit NULL , [PersistentVersionStoreMb] decimal(19,2) NULL , [SpaceStatus] varchar(40) NOT NULL , [StatsStatus] varchar(40) NOT NULL , [VlfStatus] varchar(40) NOT NULL , [PvsStatus] varchar(40) NOT NULL",Keine Protokollergebnisse
USP_CurrentOverview,moduleStatus,1,1,1,#CurrentOverview_ModuleStatus,1,"[ModuleOrdinal] int NOT NULL , [ResultName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NOT NULL , [ModuleName] sysname NOT NULL , [StatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [ReturnedRowCount] bigint NOT NULL , [DurationMs] bigint NOT NULL , [ErrorMessage] nvarchar(2048) NULL , PRIMARY KEY ([ModuleOrdinal])",Keine aktivierten Module
USP_CurrentOverview,snapshotStatus,0,1,1,#CurrentOverview_SnapshotStatus,1,"[SourceOrdinal] int NOT NULL , [SnapshotId] uniqueidentifier NOT NULL , [SourceCode] varchar(40) NOT NULL , [SourceObject] nvarchar(256) NOT NULL , [CapturedAtUtc] datetime2(3) NOT NULL , [CompletedAtUtc] datetime2(3) NOT NULL , [StatusCode] varchar(40) NOT NULL , [IsPartial] bit NOT NULL , [CapturedRowCount] bigint NOT NULL , [ErrorNumber] int NULL , [ErrorMessage] nvarchar(2048) NULL , PRIMARY KEY ([SourceOrdinal])",Keine angeforderten Snapshotquellen
USP_CurrentOverview,sessions,0,1,1,#CurrentOverview_Sessions,1,[Seed] bit NULL,
USP_CurrentOverview,requests,0,1,1,#CurrentOverview_Requests,1,[Seed] bit NULL,
USP_CurrentOverview,blocking,0,1,1,#CurrentOverview_Blocking,1,[Seed] bit NULL,
USP_CurrentOverview,waits,0,1,1,#CurrentOverview_Waits,1,[Seed] bit NULL,
USP_CurrentOverview,transactions,0,1,1,#CurrentOverview_Transactions,1,[Seed] bit NULL,
USP_CurrentOverview,memoryGrants,0,1,1,#CurrentOverview_MemoryGrants,1,[Seed] bit NULL,
USP_CurrentOverview,tempdbSessions,0,1,1,#CurrentOverview_TempDBSessions,1,[Seed] bit NULL,
USP_CurrentOverview,tempdbGovernance,0,0,1,#CurrentOverview_TempDBGovernance,1,[Seed] bit NULL,
USP_CurrentOverview,io,0,1,1,#CurrentOverview_IO,1,[Seed] bit NULL,
USP_CurrentOverview,logs,0,1,1,#CurrentOverview_Logs,1,[Seed] bit NULL,
USP_CurrentOverview,warnings,0,1,1,#CurrentOverview_Warnings,1,"[ModuleName] sysname NOT NULL , [StatusCode] varchar(40) NOT NULL , [Message] nvarchar(2048) NULL",
USP_ObjectInventory,objects,1,1,1,#ObjectInventory_Result,1,"[DatabaseName] sysname NOT NULL , [SchemaName] sysname NOT NULL , [ObjectName] sysname NOT NULL , [ObjectType] varchar(20) NOT NULL , [ObjectId] int NOT NULL , [IsMsShipped] bit NOT NULL , [IsMemoryOptimized] bit NULL , [TemporalTypeDesc] nvarchar(60) NULL , [DurabilityDesc] nvarchar(60) NULL , [CreateDate] datetime NULL , [ModifyDate] datetime NULL , [ObjectRowCount] bigint NULL , [ObjectReservedMb] decimal(19,2) NULL , [ObjectUsedMb] decimal(19,2) NULL , [IndexId] int NULL , [IndexName] sysname NULL , [IndexTypeDesc] nvarchar(60) NULL , [IsUnique] bit NULL , [IsPrimaryKey] bit NULL , [IsUniqueConstraint] bit NULL , [IsDisabled] bit NULL , [IsHypothetical] bit NULL , [HasFilter] bit NULL , [FilterDefinition] nvarchar(max) NULL , [FillFactor] tinyint NULL , [AllowRowLocks] bit NULL , [AllowPageLocks] bit NULL , [OptimizeForSequentialKey] bit NULL , [DataSpaceName] sysname NULL , [PartitionCount] int NULL , [IndexRowCount] bigint NULL , [IndexReservedMb] decimal(19,2) NULL , [IndexUsedMb] decimal(19,2) NULL , [MinCompressionDesc] nvarchar(60) NULL , [MaxCompressionDesc] nvarchar(60) NULL , [HasMixedCompression] bit NULL , [KeyColumns] nvarchar(max) NULL , [IncludedColumns] nvarchar(max) NULL , [IsJsonIndex] bit NULL , [OptimizeForArraySearch] bit NULL , [JsonPathCount] bigint NULL , [JsonPaths] nvarchar(max) NULL , [JsonIndexStatusCode] varchar(40) NULL , [JsonIndexEvidenceLimit] nvarchar(1000) NULL",Keine fachlichen Ergebnisse
